id,gender,description,season,masterCategory,subCategory,simplifiedColour,sleeve_type,neck_type
53211,Men,"Blue white striped shirt, spread collar, full buttoned placket, back yoke, long sleeves buttoned cuffs, patch pocket left chest curved hemline",Summer,Apparel,Topwear,Blue,short sleeve,round neck
53215,Men,"Style Note mark taylor fun yet masculine take classic formal staples. This simple shirt hits all corporate formal rules right demands layered stylish trench coat slim tie. Style this denims semi-formal vibe or pair it chinos ready-to-work look. stripes add styling cannot ignored. Impress sharp look at work this shirt. Product Details Pink, black white striped shirt, spread collar, full buttoned placket, back yoke, long sleeves buttoned cuffs, patch pocket left chest curved hemline Material Care Blended Machine wash warm Drip dry Use warm iron Size Fit Slim fit model (height 6' shoulder 18"") wearing size 40",Summer,Apparel,Topwear,Pink/Purple,sleeveless,polo
53226,Men,"Style Note mark taylor fun yet masculine take classic formal staples. This simple shirt hits all corporate formal rules right demands layered stylish trench coat slim tie. Style this denims semi-formal vibe or pair it chinos ready-to-work look. stripes add styling cannot ignored. Impress sharp look at work this shirt. Product Details Yellow, black white striped shirt, spread collar, full buttoned placket, back yoke, long sleeves buttoned cuffs, patch pocket left chest curved hemline Material Care Blended Machine wash warm Drip dry Use warm iron Size Fit Slim fit model (height 6' shoulder 18"") wearing size 40",Summer,Apparel,Topwear,Orange/Yellow,short sleeve,polo
53228,Men,"Charcoal grey trousers, brown pin stripes, hook, buttoned zipped closure front, belt loops around waist, two insert pockets front two double welt pockets at back buttoned trousers",Summer,Apparel,shirt,Black/Gray,sleeveless,round neck
53248,Men,"Style Note Cut tailored premium quality blend, this trouser mark taylor will see you through your workday sophisticated style. Wear it crisp tailored shirt add well cut blazer look that exudes total confidence style. Product Details Black striped trousers brownish tinge made polyester viscose blended fabric, flat front, two slant pockets front, two welt back pockets buttoned closures, waistband belt loops zipper fly snap button closure, adjustable hem Material Care Polyester viscose blend Machine wash coldMedium iron Size Fit Regular Fit model (height 6' waist 32"") wearing size 32",Summer,Apparel,shirt,Black/Gray,sleeveless,polo
53252,Men,"Blue jeans slight washed look distressing at hems, button closure at waist zipper fly, loops at waistband, two front pockets (with smaller pocket inside right front pocket) two patch pockets at back embroidery",Summer,Apparel,shirt,Blue,sleeveless,round neck
53264,Men,"Solid black shirt, spread collar, buttoned placket, short sleeves, embroidery left chest curved hem",Summer,Apparel,Topwear,Black/Gray,short sleeve,polo
53269,Men,"Solid white shirt, spread collar, buttoned placket, short sleeves buttoned roll up detail that blue tape detail, embroidered patch pocket left chest curved hem",Summer,Apparel,Topwear,White,short sleeve,polo
53278,Men,"Black shirt blue checks, spread collar, buttoned placket, buttoned tabs at shoulder, short sleeves, pockets chest curved hem",Summer,Apparel,Topwear,Black/Gray,sleeveless,polo
53282,Men,"Blue polo T-shirt, ribbed spread collar, half buttoned placket, applique embroidery left chest, short sleeves vented hem",Summer,Apparel,Topwear,Blue,short sleeve,polo
53286,Men,"Blue jeans washed look, button closure at waist zipper fly, loops at waistband, two front pockets (with smaller pocket inside right front pocket) two patch pockets at back embroidery it",Summer,Apparel,shirt,Blue,sleeveless,polo
53287,Men,"Blue jeans slight washed creased look, button closure at waist zipper fly, loops at waistband, two front pockets (with smaller pocket inside right front pocket) two patch pockets at back smaller double-lip welt pockets top them",Summer,Apparel,shirt,Blue,sleeveless,round neck
53296,Men,"Blue jeans washed look, flat front two insert pockets, two patch pockets back embroidered detailing, comfortable waistband loops, brand patch waistband at back metal button zipper closure front",Summer,Apparel,shirt,Blue,short sleeve,round neck
53303,Men,"Red T-shirt, round ribbed neckline, short sleeves print front",Summer,Apparel,Topwear,Red,sleeveless,round neck
53307,Men,"White T-shirt, round neck, short sleeves print chest",Summer,Apparel,Topwear,White,short sleeve,polo
53312,Men,"Slate blue T-shirt, round neck, short sleeves print chest",Summer,Apparel,Topwear,Blue,short sleeve,polo
53313,Men,"Navy blue T-shirt, round neck, short sleeves print chest",Summer,Apparel,Topwear,Blue,sleeveless,polo
53314,Men,"Grey T-shirt, round neck, short sleeves print chest",Summer,Apparel,Topwear,Black/Gray,sleeveless,polo
53318,Men,"Red T-shirt, round neck, short sleeves print chest",Summer,Apparel,Topwear,Red,short sleeve,round neck
53319,Men,"Navy blue T-shirt, round neck, short sleeves print chest",Summer,Apparel,Topwear,Blue,sleeveless,round neck
53388,Women,"Green teal print kurta, woven, V neck teal facing faux placket buttons, short sleeves teal taping at hem vented hem",Summer,Apparel,Topwear,Green,sleeveless,round neck
53389,Women,"Orange red print kurta, woven, V neck red facing faux placket buttons, short sleeves red taping at hem vented hem",Summer,Apparel,Topwear,Orange/Yellow,short sleeve,round neck
53390,Women,"Beige orange teal printed kurta, woven, round neck teal facing short placket buttons, sleeveless teal taping vented hem",Summer,Apparel,Topwear,Brown,short sleeve,boat neck
53391,Women,"White orange green printed kurta, woven, round neck orange facing short placket buttons, sleeveless orange taping vented hem",Summer,Apparel,Topwear,White,short sleeve,round neck
53392,Women,"Cream blue print kurti, woven, V neck mock buttoned placket at centre front, sleeveless band at hem vented hem",Summer,Apparel,Topwear,Orange/Yellow,short sleeve,round neck
53393,Women,"Woven beige kurta light brown tones red print, boat neck tape detailing brown, short sleeves vented hem",Fall,Apparel,Topwear,Brown,long sleeve,turtle neck
53394,Women,"Blue sea green printed kurta, mandarin collar, slit mock buttoned placket front, three quarter sleeves, tucks at hem, vented hem, cording details",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53395,Women,"White woven kurta purple print trims, mandarin collar split V-neckline, buttoned placket, three quarter sleeves vented hem",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53396,Women,"Woven purple printed kurta, mandarin collar split V-neckline, half buttoned placket, pintucks chest, short sleeves vented hem",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
53397,Women,"White woven kurta mustard print black trims, boat neck tape detail below it, short sleeves vented hem",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53398,Women,"Maroon woven kurta olive green blue print, round neck split V detail, three quarter sleeves vented hem",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
53399,Women,"Off white woven kurta red black print, round neck, paneling yoke, piping along yoke seams, short sleeves, fabric paneling along hem vented hem",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53401,Women,"Woven purple printed kurta, round neck cream floral fabric paneling front back chest, pintucks front chest, three quarter sleeves tapering cuffs vented hem",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
53402,Women,"Black knitted stretchy kurta curved V-neckline, white polka dotted paneling along neckline, hem back chest short sleeves",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
53403,Women,"Woven navy blue kurta beige print, mandarin collar split V-neckline, three quarter sleeves, three flaring tucks at back chest vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53404,Women,"Woven blue printed kurta, mandarin collar split V-neck double button-and-loop placket, three quarter sleeves vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53405,Women,"Cream woven kurta orange red print, V-neckline, short sleeves vented hem",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
53406,Women,"Woven red printed sleeveless kurta, round neck, two-toned green gold semi sheer front back yoke gold tape detail along hem",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
53408,Women,"Woven beige kurta green brown pint, curved V-neckline piping that extends placket region, three quarter sleeves vented hem",Fall,Apparel,Topwear,Brown,long sleeve,turtle neck
53409,Women,"White woven kurta maroon print, curved V-neckline gold piping, three quarter sleeve vented hem",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53410,Women,"Woven green blue printed kurta, curved V-neck split, mock buttoned placket, three quarter sleeves vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53411,Women,"Woven green printed kurta, curved V-neck split, mock buttoned placket, three quarter sleeves vented hem",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
53412,Women,"Slate blue kurta olive green navy blue print, mandarin collar buttoned placket, pintucks chest, short sleeves vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53413,Women,"Maroonish red woven kurta, round neck, red paneling yoke, gold piping, three quarter sleeves, gold tape detail along hem vented hem",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
53414,Women,"Woven black kurta round neck, floral print fabric tape detail along bust left side bust hem, three quarter sleeves vented hem",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
53415,Women,"Rust orange kurta, rounded V-neckline, tape detail along bust, tucks below bust, three quarter sleeves vented hem",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
53416,Women,"Woven navy blue printed kurta beige print, round neck, short buttoned placket, three quarter sleeves vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53417,Women,"Woven teal kurta red print, V-neckline, see-through lace detail along chest, back chest hems, three quarter sleeves vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53418,Women,"Woven green kurta red print, V-neckline, see-through lace detail along chest, back chest hems, three quarter sleeves vented hem",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
53419,Women,"Woven blue printed kurta, round neck, lace detail at chest, short sleeves vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53420,Women,"Woven blue printed kurta, high round neck split V detail, three quarter sleeves, pintucks shoulder vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53421,Women,"Green blue printed kurta, high round neck split V detail, three quarter sleeves, pintucks shoulder vented hem",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
53422,Women,"Woven blue printed kurta mandarin collar split V-neckline, red paneling along placket region, blue buttons along red panel, short sleeves vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53423,Women,"Off white woven kurta blue mustard print, mandarin collar split V-neckline, lace detail along bust, three quarter sleeves vented hem",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53424,Women,"Cream woven kurta blue green print, shaped neckline, paneling placket region back chest, three quarter sleeves vented hem",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
53425,Women,"Woven teal printed kurta, mandarin collar split V-neckline, three quarter sleeves vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53426,Women,"Green woven kurta print, mandarin collar V-neck, three quarter sleeves vented hem",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
53427,Women,"White woven kurta, light dark green print, mandarin collar U-neckline, lace detail along neckline, three quarter sleeves vented hem",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53428,Women,"Beige woven kurta green pink print, mandarin collar split V-neckline, buttoned half placket, short sleeves vented hem",Fall,Apparel,Topwear,Brown,long sleeve,turtle neck
53429,Women,"Woven red kurta black print trims, V-neckline, fabric tape detail along neckline placket region, short sleeves vented hem",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
53430,Women,"Red yellow printed kurta, mandarin collar slit front, short sleeves, seam at chest, tucks front, vented hem",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
53431,Women,"Black off-white woven printed kurta, round neck split neckline, three button placket black paneling running slong placket line up hem, short sleeves vented hem",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
53433,Men,"Black knit jersey, V neck, binding at neck white piping front, short sleeves, adidas patented stripes at shoulder, paneled front, white mesh panels at sleeve, side, back neck, armpit, engineered climalite technology, branding chest, print near back neck",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
53434,Men,"Blue knit jersey, round neck, rib knit binding at neck, short sleeves, fluorescent adidas patented stripes at shoulder, paneled front, mesh panels shoulders at side, fluorescent mesh panels at armpit, engineered climacool technology, branding chest, print near front hem back neck",Summer,Apparel,Topwear,Blue,short sleeve,polo
53435,Men,"Black knit jacket, rib knit mock collar, long two piece sleeves rib knit cuff, adidas patented stripes at shoulder sleeve, two zippered welt pockets front, panels detachable zipper at centre front, branding chest, diagonal self pattern front, print near front bottom hem",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
53738,Men,"White track pants, mesh panelling, red piping, elasticated waist, two side pockets",Summer,Apparel,shirt,White,short sleeve,polo
53741,Women,"Black track pants, broad elasticated waistband comfort, pink piping below waistband at side seams style, embroidered brand logo left",Summer,Apparel,shirt,Black/Gray,sleeveless,boat neck
53742,Women,"Black capris, tri-stripe sides, elasticated waistband internal drawstring snug Fit, embroidered brand logo left",Summer,Apparel,shirt,Black/Gray,sleeveless,boat neck
53743,Women,"Black track pants, broad elasticated waistband comfort, white pink tri-stripe sides style, embroidered brand logo left",Summer,Apparel,shirt,Black/Gray,sleeveless,round neck
53744,Women,"Charcoal colour capris, tri-stripe sides, two slit pockets buttoned closure sides, elasticated waistband draw string snug Fit, embossed brand logo left below pocket, Climacool logo at back right, elasticated bottom",Summer,Apparel,shirt,Black/Gray,short sleeve,boat neck
53745,Women,"Charcoal colour capris, blue embossed design waistband embossed brand logo left below it, broad elasticated waistband comfort, draw strings at bottom snug Fit",Summer,Apparel,shirt,Black/Gray,sleeveless,boat neck
53747,Men,"Black track pants, waistband loops internal drawstring snug Fit, zippered fly buttoned closure, two insert pockets sides, pocket left above knee flap press buttoned closure, adjustable button tab at bottom, insert pocket at right brand logo left at back",Summer,Apparel,shirt,Black/Gray,short sleeve,polo
53748,Women,Grey track pants elasticated waistband drawstrings snug Fit Brand logo embroidered left front 3-Stripe sides,Fall,Apparel,shirt,Black/Gray,long sleeve,turtle neck
53749,Women,"Black track pants, pink elasticated waistband black pleated overlay comfort style, embroidered brand logo left, pink glittering tri-stripe detail both sides front extends diagonally sides, ClimaLite logo right at back",Summer,Apparel,shirt,Black/Gray,sleeveless,boat neck
53750,Women,"Charcoal colour track pants, broad elasticated waistband comfort embossed brand logo left below it, ClimaLite logo right adifinty logo middle at back",Summer,Apparel,shirt,Black/Gray,short sleeve,boat neck
53751,Women,"Mauve track pants broad elasticated waistband comfort embossed brand logo left, ClimaLite logo right adifinty logo middle at back",Summer,Apparel,shirt,Pink/Purple,short sleeve,round neck
53752,Men,"Blue shorts broad elasticated waistband internal drawstring snug Fit comfort, white tri-stripe detail sides style, Chelsea logo appliqued right bottom, red lining at bottom, Climacool panel at waist at back, brand logo at bottom left Climacool logo right at back",Summer,Apparel,shirt,Blue,short sleeve,polo
53753,Men,"Red shorts broad elasticated waistband internal drawstring snug Fit comfort, white tri-stripe detail sides style, Liverpool logo appliqued right bottom, golden lining at bottom, Climacool panel at waist at back, brand logo at bottom left Climacool logo right at back",Summer,Apparel,shirt,Red,short sleeve,polo
53754,Men,"Olive green sweatshirt rib knit neck, mock collar zippered front, Chelsea logo appliqued left chest, zipped pockets front both sides, brand logo right bottom, long sleeves ribbed cuffs ribbed hem",Summer,Apparel,Topwear,Green,sleeveless,round neck
53755,Men,"Blue shorts broad elasticated waistband internal drawstring snug Fit comfort, fluorescent green tri-stripe detail sides style, brand logo at bottom left",Summer,Apparel,shirt,Blue,sleeveless,round neck
53759,Men,"Grey knit polo T-shirt moisture management technology keep you dry, ribbed, spread collar, short buttoned placket, short raglan sleeves, mesh panel running through sleeve side, brand logo appliqued at chest, straight hem front curved hem at back",Summer,Apparel,Topwear,Black/Gray,sleeveless,round neck
53760,Men,"Navy blue white striped, pique knit polo T-shirt, ribbed, spread collar, short buttoned placket, short sleeves rib knit cuff brand patch right sleeve, brand logo printed at chest, vented hem back longer than front",Summer,Apparel,Topwear,Blue,short sleeve,polo
53761,Men,"Green Blue striped, pique knit polo T-shirt, ribbed, spread collar, short buttoned placket, short sleeves rib knit cuff brand patch right sleeve, brand logo printed at chest, vented hem back longer than front",Summer,Apparel,Topwear,Green,sleeveless,round neck
53762,Men,"Navy blue red striped, pique knit polo T-shirt, ribbed, spread collar, short buttoned placket, short sleeves rib knit cuff brand patch right sleeve, brand logo printed at chest, vented hem back longer than front",Summer,Apparel,Topwear,Blue,sleeveless,polo
53763,Men,"Blue single jersey knit polo T-shirt, turquoise blue white horizontal striped panel at chest, ribbed, spread collar white edge, short buttoned placket, short sleeves turquoise blue white ribbed cuff brand patch at right sleeve, brand logo at chest, brand patch at hem, vented hem back longer than front cross stitch at each side",Summer,Apparel,Topwear,Blue,short sleeve,polo
53764,Men,"Blue knit polo T-shirt, turquoise blue white horizontal striped, ribbed, spread collar, short buttoned placket, short sleeves ribbed cuff brand patch at right sleeve, brand logo embroidered at chest, vented hem back longer than front cross stitch at each side",Summer,Apparel,Topwear,Blue,sleeveless,round neck
53765,Men,"Blue knit polo T-shirt, pink white horizontal striped, ribbed, spread collar, short buttoned placket, short sleeves ribbed cuff brand patch at right sleeve, brand logo at chest, vented hem back longer than front cross stitch at each side",Summer,Apparel,Topwear,Blue,short sleeve,round neck
53766,Men,"White navy blue striped single jersey knit polo T-shirt, light blue twill weave spread collar, short, hidden buttoned placket, top stitch detail at back, short sleeves brand badge right sleeve, brand logo at chest, vented hem back longer than front cross stitch detail at side",Summer,Apparel,Topwear,White,sleeveless,polo
53767,Men,"White blue striped single jersey knit polo T-shirt, navy blue twill weave spread collar, short, hidden buttoned placket, top stitch detail at back, short sleeves brand badge right sleeve, brand logo at chest, vented hem back longer than front cross stitch detail at side",Summer,Apparel,Topwear,White,short sleeve,polo
53768,Men,"Blue single jersey knit T-shirt, frontal print, round neck binding, short sleeves printed branding left sleeve, twill taping at back neck shoulder, straight hem",Summer,Apparel,Topwear,Blue,short sleeve,round neck
53770,Men,"Black single jersey knit T-shirt, frontal print, round neck rib knit binding, short sleeves branding right sleeve, taping at back neck shoulder, straight hem",Summer,Apparel,Topwear,Black/Gray,sleeveless,round neck
53771,Men,"Navy blue single jersey knit T-shirt, frontal print, round neck rib knit binding, short sleeves printed branding left sleeve, taping at back neck shoulder, straight hem",Summer,Apparel,Topwear,Blue,sleeveless,round neck
53772,Men,"Blue pique knit polo T-shirt, ribbed, spread collar, short buttoned placket, short sleeves, brand logo embroidered at chest, brand patch at hem",Summer,Apparel,Topwear,Blue,sleeveless,round neck
53773,Men,"Black single jersey knit polo T-shirt, green white horizontal stripes, ribbed, spread collar, short buttoned placket, short sleeves, brand logo embroidered at chest, brand patch at hem, vented hem",Summer,Apparel,Topwear,Black/Gray,sleeveless,round neck
53774,Men,"White single jersey knit polo T-shirt, blue black horizontal stripes, ribbed, spread collar, short buttoned placket, short sleeves, brand logo embroidered at chest, brand patch at hem, vented hem",Summer,Apparel,Topwear,White,sleeveless,round neck
53775,Men,"Soft red single jersey knit polo T-shirt, grey white horizontal stripes, ribbed, spread collar, short buttoned placket, short sleeves, brand logo embroidered at chest, brand patch at hem, vented hem",Summer,Apparel,Topwear,Red,sleeveless,round neck
53776,Men,"Green shorts, mesh like lining, elasticated waist drawstring inside, two slant pockets front brand patch right side, white panels at side, branding printed left leg front, brand logo embroidered at right leg near hem at back",Summer,Apparel,shirt,Green,short sleeve,polo
53778,Women,"Magenta T-shirt, grey panel at shoulders, sleeves around neckline, round ribbed neckline, short sleeves branding left sleeve, graphic print front Faas printed at back below neckline",Summer,Apparel,Topwear,Pink/Purple,sleeveless,boat neck
53779,Women,"Black T-shirt, purple panel at shoulders, sleeves around neckline, round ribbed neckline, short sleeves branding left sleeve, graphic print front Faas printed at back below neckline",Summer,Apparel,Topwear,Black/Gray,short sleeve,boat neck
53782,Men,"Navy blue T-shirt, ribbed cutaway collar, short sleeves, mesh panels sleeves sides, two buttoned placket puma cat print left chest",Summer,Apparel,Topwear,Blue,short sleeve,round neck
53791,Men,"White T-shirt, round ribbed neckline, short sleeves brand tag right sleeve graphic print chest",Summer,Apparel,Topwear,White,sleeveless,polo
53793,Men,"Black T-shirt, round ribbed neckline, short sleeves puma branding left sleeve ferrari branding right sleeve Ferrari branding chest",Summer,Apparel,Topwear,Black/Gray,short sleeve,polo
53794,Men,"Red T-shirt, round ribbed neckline, short sleeves puma branding left sleeve ferrari branding right sleeve Ferrari branding chest",Summer,Apparel,Topwear,Red,sleeveless,polo
53795,Men,"Black T-shirt, round ribbed neckline, short sleeves branding left sleeve graphic print chest ferrari branding",Summer,Apparel,Topwear,Black/Gray,short sleeve,polo
53797,Men,"Black T-shirt, round ribbed neckline, short sleeves puma branding right sleeve, red panel left side ferrari branding it print at back below neckline",Summer,Apparel,Topwear,Black/Gray,short sleeve,polo
53801,Men,"Green T-shirt, round ribbed neckline, graphic print front branding, brand tag at hemline short sleeves",Summer,Apparel,Topwear,Green,sleeveless,round neck
53802,Men,"Black T-shirt, round ribbed neckline, graphic print front branding, branding at back below neckline short sleeves",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
53803,Men,"Red T-shirt, round ribbed neckline, graphic print chest branding short sleeves",Summer,Apparel,Topwear,Red,sleeveless,polo
53804,Men,"Black T-shirt, round ribbed neckline, graphic print front branding short sleeves",Summer,Apparel,Topwear,Black/Gray,sleeveless,polo
53808,Women,"Cream coloured kurta, round neckline, black binding at neckline, three quarter sleeves black binding at cuffs, embroidered detail at cuffs neckline, embroidered detail at hemline side slits",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
53809,Women,"White black tunic polka dots, lining underneath, round neckline, three quarter raglan sleeves panel ruffles below waist, ruffles elasticated gathers at neck line cuffs",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53810,Women,"Creme printed woven kurta, round neck, chest fabric button placket, paneling yoke, sleeveless paneling at hem",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
53811,Women,"White printed woven tunic, mandarin collar split neckline, cap sleeves, tie-up detail at waist pleats lower front",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53813,Women,"Blue woven tunic, V-neckline, chest fabric button placket, net lining yoke, sleeveless, black satin paneling around neckline armholes pin- tucks front",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53815,Women,"White printed woven kurta, johnny collar pink, chest fabric button placket sleeveless",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53816,Women,"White printed woven tunic, round neck, chest button placket, three fourth sleeves net cuffs, net lining yoke net detail at hem",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53818,Women,"Pink printed woven kurti, mandarin collar split neckline, chest button placket, three fourth sleeves paneling cuffs vented hem",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
53819,Women,"Green printed woven kurti, mandarin collar split neckline, chest button placket, three fourth sleeves paneling cuffs vented hem",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
53820,Women,"Turquoise blue printed woven kurti, mandarin collar split neckline, chest button placket, three fourth sleeves paneling cuffs vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53822,Women,"Black kurta mandarin collar split neckline, three fourth sleeves paneling cuffs, paneling at yoke pockets either sides waist",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
53823,Women,"White printed woven tunic, mandarin collar split neckline, three fourth sleeves lace trims cuffs, lace trims paneling yoke paneling at hem",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53824,Women,"Black woven tunic, V-neckline, sleeveless, zari work yoke crystal embellishments front back",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
53826,Women,"Brown kurta mustard print, round neck embroidered appliques around it, half sleeves vented hem",Summer,Apparel,Topwear,Brown,sleeveless,boat neck
53829,Women,"Maroon kurta, mandarin collar, short sleeves black cording, dobby weave, vented hem",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
53833,Women,"Yellow printed kurta, round neckline square shaped split, short sleeves binding at cuffs, mock chest placket piping around it side slits",Summer,Apparel,Topwear,Orange/Yellow,sleeveless,round neck
53834,Women,"Style NoteEvery girl needs choice kurtas her off-duty wardrobe. vishudh considers street fads that are trending currently adds it their latest collection kurtas. This stylish piece remains ethnic its cut silhouette but references contemporary design details create unique fusion wear. conservative at heart, this piece worn leggings delicate sandals.Product DetailsWhite green floral printed woven kurta, round neck, short sleeves, pintucks yoke vented hemMaterial CareCottonMachine wash cold water like colours using mild detergentDo not bleachDry inside out shadeWarm iron do not iron decorationsSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53835,Women,"Style NoteEvery girl needs choice kurtas her off-duty wardrobe. vishudh considers street fads that are trending currently adds it their latest collection kurtas. This stylish piece remains ethnic its cut silhouette but references contemporary design details create unique fusion wear. conservative at heart, this piece worn leggings delicate sandals.Product DetailsBlue red printed woven kurta, split neckline, short sleeves vented hemMaterial CareBlended cottonMachine wash cold water like colours using mild detergentDo not bleachDry inside out shadeWarm iron do not iron decorationsSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,Blue,sleeveless,boat neck
53836,Women,"White green kurta, all over print, short sleeves, round neck, patch tucks front, vented hem",Fall,Apparel,Topwear,White,long sleeve,turtle neck
53837,Women,"Style NoteEvery girl needs choice kurtas her off-duty wardrobe. vishudh considers street fads that are trending currently adds it their latest collection kurtas. This stylish piece remains ethnic its cut silhouette but references contemporary design details create unique fusion wear. conservative at heart, this piece worn leggings delicate sandals.Product DetailsYellow white printed woven kurta, round neck, short sleeves, pintucks yoke vented hemMaterial CareBlended cottonMachine wash cold water like colours using mild detergentDo not bleachDry inside out shadeWarm iron do not iron decorationsSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,White,sleeveless,boat neck
53838,Women,"Style NoteEvery girl needs choice kurtas her off-duty wardrobe. vishudh considers street fads that are trending currently adds it their latest collection kurtas. This stylish piece remains ethnic its cut silhouette but references contemporary design details create unique fusion wear. conservative at heart, this piece worn leggings delicate sandals.Product DetailsWhite pink printed woven kurta, round neck, short sleeves, pintucks yoke vented hemMaterial CareBlended cottonMachine wash cold water like colours using mild detergentDo not bleachDry inside out shadeWarm iron do not iron decorationsSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,White,short sleeve,round neck
53839,Women,"Style NoteEvery girl needs choice kurtas her off-duty wardrobe. vishudh considers street fads that are trending currently adds it their latest collection kurtas. This stylish piece remains ethnic its cut silhouette but references contemporary design details create unique fusion wear. conservative at heart, this piece worn leggings delicate sandals.Product DetailsBlueish green floral printed woven kurta, split neckline, paneling stitched detailing yoke, short sleeves paneling cuffs vented hemMaterial CareBlended cottonMachine wash cold water like colours using mild detergentDo not bleachDry inside out shadeWarm iron do not iron decorationsSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,Green,short sleeve,round neck
53840,Women,"Style NoteEvery girl needs choice kurtas her off-duty wardrobe. vishudh considers street fads that are trending currently adds it their latest collection kurtas. This stylish piece remains ethnic its cut silhouette but references contemporary design details create unique fusion wear. conservative at heart, this piece worn leggings delicate sandals.Product DetailsPurple floral printed woven kurta, split neckline, paneling stitched detailing yoke, short sleeves paneling cuffs vented hemMaterial CareBlended cottonMachine wash cold water like colours using mild detergentDo not bleachDry inside out shadeWarm iron do not iron decorationsSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,Pink/Purple,sleeveless,boat neck
53841,Women,"Style NoteEvery girl needs choice kurtas her off-duty wardrobe. vishudh considers street fads that are trending currently adds it their latest collection kurtas. This stylish piece remains ethnic its cut silhouette but references contemporary design details create unique fusion wear. conservative at heart, this piece worn leggings delicate sandals.Product DetailsRed floral printed woven kurta, split neckline, paneling stitched detailing yoke, short sleeves paneling cuffs vented hemMaterial CareBlended cottonMachine wash cold water like colours using mild detergentDo not bleachDry inside out shadeWarm iron do not iron decorationsSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,Red,sleeveless,boat neck
